team,week,season,turnover_margin,eff_ratio,td_eff,off_points_scored,def_points_allowed,off_yards_total,off_passing_yards,off_rushing_yards,off_pass_touchdowns,off_rush_touchdowns,def_touchdowns,off_first_downs_pass,off_first_downs_rush,off_interceptions_thrown,off_fumbles_total,off_fumbles_lost,off_safeties_allowed,def_interceptions_made,def_fumbles_total,def_fumbles_lost,def_fumbles_forced,def_safeties_recorded,def_sacks,off_pass_attempts,off_rush_attempts,off_pass_percentage,off_rush_percentage,def_pass_percentage,def_rush_percentage
WAS,11,2021,-1,0.068,0.048,27,21,396,206,190,3,0,0,10,12,0,3,1,0,0,1,0,0,0,1,22,40,0.38,0.58,0.57,0.41
ARI,1,2022,1,0.068,0.050,21,44,308,205,103,2,1,0,12,6,0,3,0,0,0,5,1,3,0,0,38,22,0.66,0.32,0.59,0.41
ARI,2,2022,0,0.055,0.039,23,24,420,277,143,1,2,1,13,11,1,0,0,0,0,2,1,2,0,1,48,29,0.64,0.36,0.66,0.34
ARI,3,2022,1,0.031,0.000,12,20,384,314,70,0,0,0,15,8,0,1,0,0,0,1,1,1,0,1,58,21,0.74,0.26,0.57,0.39
ARI,4,2022,2,0.080,0.044,27,10,339,207,132,2,1,0,10,8,1,3,0,0,2,1,1,0,0,2,31,37,0.48,0.48,0.75,0.25
ARI,5,2022,-1,0.045,0.030,17,20,374,250,124,1,1,0,16,7,1,1,0,0,0,0,0,0,0,2,41,26,0.59,0.38,0.54,0.45
ARI,6,2022,-1,0.008,0.000,3,20,366,222,144,0,0,1,10,5,1,3,1,0,0,2,1,1,0,5,36,28,0.61,0.39,0.55,0.45
ARI,7,2022,3,0.088,0.051,30,36,341,204,137,1,2,2,9,9,0,2,0,0,3,0,0,0,0,0,29,30,0.52,0.47,0.69,0.3
ARI,8,2022,0,0.064,0.047,26,34,404,326,78,3,0,0,17,5,2,1,0,0,0,2,2,1,0,3,42,22,0.68,0.31,0.57,0.43
ARI,9,2022,0,0.051,0.036,15,32,297,175,122,2,0,1,8,5,0,4,1,0,1,0,0,0,0,2,35,21,0.66,0.34,0.51,0.46
ARI,10,2022,2,0.085,0.048,27,17,316,238,78,1,2,0,11,6,0,2,0,0,1,2,1,1,0,3,37,26,0.6,0.38,0.67,0.32
ATL,1,2022,-1,0.063,0.028,26,27,416,215,201,0,2,0,8,13,0,3,2,0,0,1,1,1,0,4,33,38,0.45,0.54,0.63,0.34
ATL,2,2022,0,0.066,0.039,19,37,286,196,90,2,0,0,11,4,2,2,1,0,2,1,1,1,1,1,24,27,0.53,0.47,0.59,0.41
ATL,3,2022,-1,0.066,0.060,27,23,408,229,179,1,2,0,13,8,1,2,1,0,1,0,0,0,0,2,19,31,0.43,0.54,0.67,0.33
ATL,4,2022,1,0.067,0.038,23,20,341,139,202,0,2,0,6,11,1,1,0,0,1,1,1,1,0,1,18,35,0.36,0.58,0.51,0.49
ATL,5,2022,0,0.050,0.036,15,21,298,147,151,1,1,0,7,10,0,1,0,0,0,0,0,0,0,0,25,31,0.5,0.5,0.7,0.26
ATL,6,2022,3,0.074,0.056,22,15,297,129,168,2,1,1,7,10,0,0,0,0,2,1,1,1,0,0,14,40,0.29,0.71,0.72,0.28
ATL,7,2022,0,0.074,0.048,17,35,231,124,107,1,1,0,5,7,0,1,0,0,0,0,0,0,0,3,13,29,0.36,0.64,0.68,0.3
ATL,8,2022,-1,0.074,0.048,31,35,420,253,167,3,0,1,14,7,2,1,0,0,1,0,0,0,0,1,26,37,0.45,0.54,0.5,0.5
ATL,9,2022,1,0.052,0.034,17,20,330,129,201,0,2,0,7,12,0,1,1,0,1,1,1,1,0,0,23,35,0.42,0.58,0.64,0.36
ATL,10,2022,-1,0.046,0.037,15,25,324,186,138,2,0,0,11,6,1,0,0,0,0,0,0,0,0,1,29,25,0.57,0.42,0.27,0.73
BAL,1,2022,1,0.087,0.060,24,9,276,213,63,3,0,0,8,4,1,1,0,0,1,2,1,2,0,3,29,21,0.6,0.36,0.78,0.22
BAL,2,2022,2,0.080,0.093,38,42,473,318,155,3,2,0,13,6,0,1,0,0,2,0,0,0,0,1,29,25,0.54,0.46,0.74,0.26
BAL,3,2022,2,0.091,0.093,37,26,406,218,188,4,1,0,11,8,1,2,1,0,3,2,1,2,0,3,28,26,0.56,0.39,0.56,0.44
BAL,4,2022,0,0.065,0.033,20,23,306,144,162,1,1,0,7,13,2,0,0,0,1,2,1,1,0,1,27,33,0.48,0.5,0.6,0.37
BAL,5,2022,0,0.058,0.017,19,17,329,174,155,1,0,0,7,13,1,1,0,0,1,0,0,0,0,3,31,28,0.54,0.44,0.64,0.36
BAL,6,2022,-1,0.048,0.036,20,24,421,210,211,1,1,0,13,10,1,2,1,0,0,1,1,1,0,4,31,24,0.59,0.41,0.5,0.45
BAL,7,2022,1,0.082,0.033,23,20,280,120,160,0,2,0,5,11,0,1,1,0,0,3,2,3,0,5,16,44,0.3,0.68,0.57,0.43
BAL,8,2022,-1,0.058,0.042,27,22,469,238,231,2,1,0,15,11,0,1,1,0,0,0,0,0,0,3,38,33,0.54,0.42,0.73,0.25
BAL,9,2022,1,0.084,0.048,27,13,321,133,188,1,2,0,7,14,0,1,0,0,1,0,0,0,0,4,22,40,0.38,0.62,0.69,0.31
BAL,11,2022,2,0.040,0.016,13,3,324,209,115,0,1,0,9,10,1,1,0,0,2,1,1,1,0,4,32,30,0.55,0.44,0.69,0.31
BUF,1,2022,-1,0.074,0.074,31,10,418,297,121,3,1,0,15,7,2,2,2,0,3,1,0,0,0,7,29,25,0.57,0.41,0.73,0.27
BUF,2,2022,2,0.084,0.063,35,8,418,317,101,4,0,1,13,6,0,2,1,0,2,1,1,0,0,2,40,24,0.63,0.34,0.49,0.51
BUF,3,2022,-1,0.033,0.023,17,21,515,400,115,2,0,0,21,9,0,3,1,0,0,1,0,0,1,2,63,23,0.73,0.26,0.56,0.44
BUF,4,2022,0,0.068,0.033,23,20,338,213,125,1,1,0,14,7,1,2,1,0,2,0,0,0,0,2,35,25,0.6,0.37,0.48,0.5
BUF,5,2022,0,0.069,0.094,38,3,552,432,120,4,1,0,15,4,1,1,1,0,1,1,1,0,0,3,35,18,0.67,0.28,0.76,0.24
BUF,6,2022,1,0.053,0.042,24,20,454,329,125,3,0,0,18,7,0,2,1,0,2,0,0,0,0,3,40,31,0.57,0.4,0.7,0.3
BUF,8,2022,-1,0.073,0.060,27,17,371,218,153,2,1,0,8,9,2,1,0,0,1,0,0,0,0,2,23,27,0.5,0.48,0.51,0.49
BUF,9,2022,-1,0.050,0.037,17,20,339,205,134,0,2,0,10,9,2,2,0,0,0,2,1,1,0,2,32,22,0.64,0.36,0.44,0.54
BUF,10,2022,-2,0.061,0.044,31,27,505,330,175,1,2,0,17,9,2,2,2,0,2,2,0,1,0,4,41,27,0.62,0.38,0.68,0.3
BUF,11,2022,1,0.084,0.033,31,23,368,197,171,1,1,0,9,12,0,0,0,0,0,1,1,0,0,1,27,34,0.46,0.52,0.62,0.37
CAR,1,2022,-1,0.083,0.067,24,26,289,235,54,1,2,0,7,5,1,6,0,0,0,0,0,0,0,1,26,19,0.62,0.36,0.45,0.53
CAR,2,2022,-2,0.055,0.019,16,19,291,145,146,1,0,0,7,7,0,3,2,0,0,0,0,0,0,3,29,23,0.57,0.43,0.53,0.44
CAR,3,2022,3,0.051,0.018,16,15,315,170,145,1,0,1,5,7,0,0,0,0,2,3,1,1,0,1,25,32,0.47,0.52,0.66,0.34
CAR,4,2022,-2,0.042,0.021,10,27,237,197,40,1,0,1,8,3,2,1,1,0,1,3,0,2,0,1,34,13,0.75,0.25,0.48,0.48
CAR,5,2022,0,0.047,0.017,16,31,339,275,64,0,1,0,10,4,1,0,0,0,0,3,1,2,0,2,41,18,0.73,0.27,0.52,0.44
CAR,6,2022,0,0.019,0.000,4,25,212,119,93,0,0,1,5,3,1,0,0,0,1,0,0,0,0,1,20,21,0.52,0.45,0.54,0.43
CAR,7,2022,0,0.060,0.061,21,3,350,177,173,2,1,0,8,5,0,0,0,0,0,1,0,0,0,1,22,27,0.46,0.54,0.76,0.24
CAR,8,2022,1,0.072,0.056,35,31,486,317,169,1,3,0,12,10,1,0,0,0,2,1,0,1,0,2,35,37,0.5,0.5,0.45,0.54
CAR,9,2022,-3,0.092,0.065,21,42,228,164,64,2,1,0,8,4,2,2,1,0,0,0,0,0,0,2,28,18,0.62,0.38,0.46,0.51
CAR,10,2022,1,0.074,0.032,25,15,340,108,232,0,2,0,4,13,0,0,0,0,1,0,0,0,0,5,16,47,0.27,0.73,0.57,0.42
CHI,1,2022,1,0.086,0.057,19,10,220,121,99,2,1,0,4,6,1,0,0,0,1,2,1,1,0,2,16,37,0.34,0.61,0.45,0.55
CHI,2,2022,0,0.040,0.027,10,27,250,70,180,0,1,0,2,9,1,2,0,0,0,2,1,0,0,3,10,27,0.34,0.66,0.42,0.56
CHI,3,2022,0,0.059,0.036,23,20,387,106,281,0,2,0,5,12,2,3,0,0,2,2,0,2,0,1,15,40,0.35,0.61,0.58,0.42
CHI,4,2022,-1,0.037,0.000,12,20,323,174,149,0,0,0,6,7,0,3,3,0,1,2,1,1,0,1,22,32,0.47,0.53,0.28,0.72
CHI,5,2022,0,0.077,0.044,22,29,286,208,78,1,1,0,9,4,0,4,1,0,1,0,0,0,0,1,21,24,0.5,0.5,0.57,0.39
CHI,6,2022,0,0.016,0.016,7,12,427,190,237,1,0,0,9,9,1,1,0,0,0,2,1,1,0,3,26,37,0.46,0.54,0.48,0.52
CHI,7,2022,3,0.078,0.046,33,14,422,179,243,1,2,0,10,13,1,4,0,0,3,2,1,0,0,1,20,45,0.36,0.63,0.6,0.38
CHI,8,2022,0,0.076,0.060,30,43,396,156,240,2,2,0,4,15,0,1,1,0,1,0,0,0,0,1,24,43,0.41,0.59,0.49,0.47
CHI,9,2022,0,0.101,0.074,38,29,375,123,252,3,2,0,7,15,0,0,0,0,0,1,0,0,0,0,28,40,0.44,0.55,0.57,0.38
CHI,10,2022,-1,0.073,0.074,31,25,425,167,258,2,2,0,6,12,1,1,0,0,0,1,0,0,0,2,19,35,0.4,0.6,0.47,0.51
CIN,1,2022,-5,0.045,0.024,21,17,471,338,133,2,0,0,22,5,4,2,1,0,0,1,0,1,0,1,49,34,0.64,0.36,0.62,0.34
CIN,2,2022,1,0.059,0.016,17,20,288,199,89,1,0,0,13,3,0,1,0,0,0,1,1,1,0,1,36,25,0.63,0.35,0.53,0.46
CIN,3,2022,3,0.078,0.047,27,12,344,275,69,3,0,0,12,6,0,1,1,0,2,4,2,4,0,4,36,28,0.58,0.39,0.74,0.26
CIN,4,2022,2,0.072,0.048,27,15,377,310,67,2,1,0,11,4,0,0,0,0,2,0,0,0,0,1,32,30,0.52,0.43,0.63,0.37
CIN,5,2022,0,0.053,0.036,17,19,318,217,101,1,1,0,10,7,1,0,0,0,1,1,0,0,0,1,34,21,0.64,0.36,0.54,0.44
CIN,6,2022,1,0.080,0.078,30,26,375,300,75,3,1,0,13,7,0,0,0,0,0,1,1,1,0,1,37,14,0.75,0.24,0.52,0.48
CIN,7,2022,0,0.063,0.079,35,17,559,481,78,3,2,0,22,5,0,0,0,0,0,1,0,0,0,3,42,21,0.68,0.3,0.36,0.64
CIN,8,2022,0,0.049,0.045,13,32,268,232,36,2,0,0,9,3,1,1,1,0,1,1,1,1,0,2,34,10,0.8,0.2,0.34,0.61
CIN,9,2022,3,0.090,0.086,42,21,469,228,241,1,5,0,10,19,0,0,0,0,2,2,1,2,0,0,31,39,0.46,0.51,0.62,0.38
CIN,11,2022,-2,0.089,0.066,37,30,417,355,62,4,0,0,18,3,2,1,0,0,0,0,0,0,0,2,37,24,0.63,0.34,0.65,0.35
CLE,1,2022,1,0.071,0.027,26,24,364,147,217,1,1,0,7,11,0,0,0,0,1,6,0,1,0,4,34,39,0.45,0.53,0.62,0.36
CLE,2,2022,0,0.073,0.063,30,31,413,229,184,1,3,0,15,12,1,0,0,0,0,2,1,2,0,2,26,37,0.43,0.55,0.7,0.28
CLE,3,2022,1,0.059,0.043,23,18,391,220,171,2,1,1,12,10,0,0,0,0,0,2,1,1,0,1,31,38,0.46,0.54,0.6,0.4
CLE,4,2022,-1,0.049,0.029,20,23,411,234,177,0,2,0,9,13,1,1,1,0,1,1,0,0,0,1,34,35,0.51,0.49,0.36,0.58
CLE,5,2022,-1,0.063,0.063,28,30,443,230,213,1,3,0,15,11,1,0,0,0,0,0,0,0,0,1,33,31,0.52,0.48,0.51,0.46
CLE,6,2022,-1,0.045,0.016,15,38,336,266,70,1,0,0,12,2,2,2,1,0,0,2,2,1,0,2,43,18,0.74,0.26,0.55,0.4
CLE,7,2022,-1,0.054,0.039,20,23,371,258,113,0,2,0,8,8,0,3,2,0,0,1,1,1,0,3,27,24,0.57,0.43,0.3,0.68
CLE,8,2022,0,0.071,0.060,32,13,450,278,172,1,3,0,12,12,1,1,1,0,1,1,1,1,0,5,22,45,0.34,0.61,0.8,0.2
CLE,10,2022,-1,0.052,0.034,17,39,324,212,112,1,1,0,10,7,0,2,1,0,0,1,0,0,0,1,35,24,0.61,0.37,0.51,0.45
CLE,11,2022,-1,0.057,0.045,23,31,404,324,80,3,0,0,19,5,0,1,1,0,0,0,0,0,0,2,41,26,0.62,0.37,0.46,0.52
DAL,1,2022,0,0.011,0.000,3,19,269,198,71,0,0,0,8,4,1,0,0,0,1,0,0,0,0,2,41,18,0.72,0.27,0.47,0.5
DAL,2,2022,-1,0.058,0.034,20,17,342,235,107,1,1,0,11,7,0,1,1,0,0,1,0,1,0,6,31,27,0.53,0.46,0.63,0.35
DAL,3,2022,1,0.059,0.033,23,16,391,215,176,1,1,0,12,9,0,0,0,0,1,0,0,0,0,5,31,30,0.51,0.46,0.63,0.37
DAL,4,2022,2,0.088,0.036,25,10,285,223,62,2,0,0,9,2,0,0,0,0,2,1,0,1,0,2,27,29,0.49,0.51,0.62,0.38
DAL,5,2022,3,0.060,0.020,16,11,265,102,163,0,1,1,4,6,0,2,0,0,1,2,2,2,0,5,16,35,0.35,0.59,0.77,0.23
DAL,6,2022,-3,0.054,0.033,17,26,315,181,134,1,1,0,12,8,3,0,0,0,0,1,0,0,0,4,35,26,0.59,0.41,0.42,0.55
DAL,7,2022,4,0.069,0.053,24,6,346,207,139,1,2,0,10,8,0,1,1,0,2,5,3,4,0,5,25,32,0.46,0.51,0.55,0.45
DAL,8,2022,0,0.096,0.109,43,30,450,250,200,2,4,1,15,9,1,0,0,0,0,1,1,1,0,4,26,29,0.49,0.47,0.41,0.59
DAL,10,2022,-2,0.066,0.053,28,31,424,265,159,3,1,0,13,10,2,2,1,0,0,2,1,2,0,2,44,31,0.61,0.39,0.36,0.62
DAL,11,2022,1,0.087,0.057,40,3,458,307,151,2,2,0,11,12,0,1,0,0,0,2,1,1,0,7,30,40,0.43,0.57,0.69,0.31
DEN,1,2022,-1,0.036,0.016,16,17,443,340,103,1,0,0,13,5,0,2,2,0,0,3,1,3,0,2,42,20,0.69,0.31,0.61,0.33
DEN,2,2022,-1,0.043,0.016,16,9,368,219,149,1,0,0,11,5,1,0,0,0,0,2,0,2,0,3,30,31,0.52,0.46,0.69,0.29
DEN,3,2022,3,0.032,0.015,9,10,285,184,101,0,1,0,8,5,0,3,0,0,1,2,2,1,1,4,33,33,0.54,0.42,0.63,0.37
DEN,4,2022,-1,0.075,0.067,24,26,322,237,85,2,1,0,7,5,0,1,1,0,0,0,0,0,0,2,25,20,0.58,0.42,0.49,0.49
DEN,5,2022,0,0.023,0.000,9,12,399,274,125,0,0,0,11,6,2,3,0,0,2,3,0,3,0,6,37,28,0.61,0.37,0.63,0.36
DEN,6,2022,2,0.056,0.020,16,19,286,188,98,1,0,0,8,3,0,0,0,0,1,3,1,1,0,2,28,23,0.58,0.42,0.71,0.29
DEN,7,2022,-1,0.027,0.014,9,16,330,225,105,0,1,0,10,7,1,1,0,0,0,0,0,0,0,3,45,28,0.63,0.37,0.55,0.43
DEN,8,2022,1,0.059,0.053,21,17,353,252,101,1,2,0,11,7,1,0,0,0,2,1,0,1,0,2,29,28,0.52,0.46,0.51,0.49
DEN,10,2022,0,0.028,0.015,10,17,351,286,65,1,0,0,10,5,1,4,0,0,0,1,1,0,0,1,41,25,0.66,0.33,0.62,0.38
DEN,11,2022,0,0.047,0.017,16,22,341,247,94,0,1,0,11,6,0,1,0,0,0,1,0,1,0,1,31,28,0.55,0.45,0.61,0.39
DET,1,2022,-1,0.091,0.078,36,32,396,215,181,2,3,0,12,9,1,1,0,0,0,0,0,0,0,1,36,28,0.58,0.41,0.46,0.53
DET,2,2022,1,0.076,0.069,34,27,447,256,191,4,0,0,12,5,0,0,0,0,1,1,0,1,1,5,34,24,0.61,0.36,0.72,0.28
DET,3,2022,0,0.058,0.040,24,28,416,277,139,1,2,0,14,6,1,1,0,0,0,1,1,0,0,1,40,35,0.53,0.46,0.61,0.36
DET,4,2022,-3,0.087,0.092,46,42,529,384,145,4,2,0,19,6,1,2,2,0,0,0,0,0,0,0,39,26,0.62,0.38,0.48,0.49
DET,5,2022,-1,0.003,0.000,1,23,330,229,101,0,0,0,9,6,1,1,1,0,1,1,0,0,0,0,34,27,0.58,0.41,0.38,0.59
DET,7,2022,-4,0.017,0.000,6,24,345,228,117,0,0,0,11,6,2,5,3,0,0,1,1,1,0,2,24,25,0.55,0.45,0.46,0.51
DET,8,2022,1,0.067,0.054,27,31,403,321,82,1,2,0,13,7,0,0,0,0,0,1,1,1,0,2,37,19,0.67,0.33,0.59,0.36
DET,9,2022,2,0.059,0.035,15,9,254,137,117,2,0,0,10,5,1,0,0,0,3,2,0,2,0,1,25,32,0.45,0.53,0.64,0.34
DET,10,2022,1,0.076,0.053,25,31,331,236,95,1,2,1,12,9,0,1,0,0,1,1,0,1,0,3,26,31,0.47,0.51,0.4,0.6
DET,11,2022,3,0.095,0.063,31,18,325,165,160,0,4,0,9,12,0,1,0,0,2,1,1,1,0,2,26,37,0.41,0.54,0.64,0.36
GB,1,2022,-2,0.019,0.018,7,23,371,260,111,0,1,0,13,8,1,1,1,0,0,0,0,0,0,1,38,18,0.69,0.28,0.54,0.46
GB,2,2022,0,0.062,0.048,27,10,437,234,203,2,1,0,10,13,0,2,1,0,1,2,0,0,0,3,25,38,0.42,0.56,0.34,0.66
GB,3,2022,0,0.043,0.034,14,12,322,255,67,2,0,0,11,3,1,2,1,0,0,3,2,2,0,3,34,25,0.59,0.39,0.77,0.22
GB,4,2022,-1,0.062,0.043,28,18,450,251,199,2,1,0,12,10,1,2,1,0,0,1,1,1,0,4,34,35,0.51,0.49,0.43,0.57
GB,5,2022,0,0.063,0.034,20,27,316,222,94,2,0,0,15,5,0,2,0,0,0,1,0,1,1,1,39,20,0.67,0.33,0.47,0.47
GB,6,2022,-1,0.051,0.031,16,21,314,254,60,1,1,0,9,3,0,2,1,0,0,0,0,0,0,2,45,20,0.71,0.29,0.38,0.57
GB,7,2022,2,0.065,0.043,15,24,232,194,38,2,0,1,10,2,0,1,0,0,1,1,1,0,0,1,35,12,0.72,0.26,0.47,0.53
GB,8,2022,1,0.041,0.033,17,27,411,203,208,2,0,0,8,12,1,0,0,0,2,1,0,1,0,2,29,31,0.51,0.49,0.5,0.48
GB,9,2022,-2,0.023,0.015,9,15,397,291,106,1,0,0,11,6,3,2,0,0,1,0,0,0,0,0,40,25,0.64,0.34,0.45,0.53
GB,10,2022,2,0.072,0.068,31,28,431,224,207,3,1,0,8,9,0,2,1,0,2,2,1,2,0,2,20,39,0.36,0.62,0.61,0.39
HOU,1,2022,1,0.063,0.031,20,20,317,240,77,2,0,0,12,4,0,2,1,0,1,4,1,1,0,2,37,28,0.59,0.4,0.58,0.42
HOU,2,2022,1,0.035,0.000,9,16,257,177,80,0,0,0,6,7,0,2,0,0,1,0,0,0,0,3,38,18,0.69,0.29,0.52,0.46
HOU,3,2022,0,0.059,0.037,20,23,337,245,92,1,1,0,9,6,2,2,0,0,2,3,0,1,0,5,30,24,0.58,0.42,0.35,0.61
HOU,4,2022,-1,0.064,0.064,24,34,377,246,131,2,1,0,11,2,2,1,0,0,0,2,1,1,0,1,33,14,0.74,0.26,0.6,0.34
HOU,5,2022,2,0.051,0.018,13,6,256,140,116,0,1,0,6,7,0,0,0,0,2,0,0,0,0,0,24,31,0.45,0.54,0.63,0.36
HOU,7,2022,-1,0.051,0.032,21,32,410,302,108,2,0,0,12,9,1,1,0,0,0,1,0,0,0,1,40,23,0.65,0.35,0.51,0.45
HOU,8,2022,-1,0.051,0.021,10,17,195,152,43,1,0,0,5,4,1,1,1,0,1,0,0,0,0,3,29,18,0.65,0.33,0.22,0.76
HOU,9,2022,-1,0.053,0.038,17,29,322,154,168,2,0,0,8,10,2,0,0,0,0,2,1,2,0,4,20,32,0.44,0.56,0.49,0.48
HOU,10,2022,-2,0.038,0.018,16,24,420,319,101,1,0,0,15,6,1,2,1,0,0,0,0,0,0,3,36,19,0.68,0.32,0.3,0.69
HOU,11,2022,-2,0.058,0.021,11,17,190,169,21,0,1,0,6,4,2,0,0,0,0,1,0,0,0,0,31,16,0.7,0.28,0.4,0.6
IND,1,2022,-1,0.038,0.023,20,20,529,352,177,1,1,0,20,11,1,4,1,0,0,2,1,2,0,3,49,38,0.58,0.42,0.59,0.4
IND,2,2022,-3,0.000,0.000,,24,249,195,54,0,0,0,6,3,3,1,0,0,0,1,0,0,0,0,27,13,0.73,0.27,0.45,0.54
IND,3,2022,-1,0.066,0.031,20,17,304,222,82,2,0,0,12,5,0,3,2,0,1,1,0,0,0,1,37,27,0.61,0.38,0.62,0.38
IND,4,2022,-3,0.043,0.034,17,24,394,356,38,2,0,0,17,3,1,3,2,0,0,0,0,0,0,3,36,23,0.63,0.37,0.46,0.48
IND,5,2022,0,0.034,0.000,12,9,357,251,106,0,0,0,14,4,2,3,0,0,2,3,0,2,0,4,39,26,0.63,0.36,0.61,0.37
IND,6,2022,1,0.078,0.053,34,27,434,389,45,3,1,0,22,4,0,1,0,0,0,2,1,1,0,4,58,17,0.78,0.22,0.45,0.53
IND,7,2022,-2,0.036,0.017,11,13,308,243,65,1,0,0,12,5,2,1,1,0,0,1,1,0,0,2,42,17,0.73,0.27,0.39,0.58
IND,8,2022,-1,0.048,0.019,16,17,336,201,135,0,1,0,8,5,0,2,2,0,1,0,0,0,0,2,23,29,0.46,0.52,0.54,0.46
IND,9,2022,0,0.022,0.000,4,20,181,103,78,0,0,0,3,4,1,0,0,0,0,2,1,2,0,4,28,22,0.63,0.37,0.55,0.44
IND,10,2022,-1,0.058,0.052,25,20,429,222,207,1,2,0,10,8,0,2,1,0,0,0,0,0,0,2,28,30,0.51,0.46,0.63,0.37
JAX,1,2022,2,0.055,0.034,22,28,398,275,123,1,1,0,13,6,1,1,0,0,2,1,1,1,0,1,41,18,0.71,0.29,0.61,0.35
JAX,2,2022,3,0.073,0.045,24,,331,235,96,2,1,0,14,6,0,1,0,0,3,1,0,1,0,5,30,37,0.45,0.54,0.73,0.27
JAX,3,2022,2,0.092,0.053,38,10,413,262,151,3,1,0,16,8,0,0,0,0,1,1,1,1,0,1,39,36,0.53,0.45,0.79,0.21
JAX,4,2022,-4,0.061,0.049,15,30,245,174,71,2,0,1,9,3,1,5,4,0,1,1,0,0,0,2,22,19,0.59,0.41,0.36,0.6
JAX,5,2022,-2,0.014,0.000,6,13,422,286,136,0,0,0,15,6,2,0,0,0,0,0,0,0,0,1,45,26,0.63,0.36,0.45,0.54
JAX,6,2022,-1,0.066,0.073,27,34,408,165,243,1,3,0,8,13,0,2,1,0,0,1,0,1,0,0,22,33,0.45,0.53,0.78,0.22
JAX,7,2022,-1,0.038,0.030,17,23,452,310,142,0,2,0,15,7,0,1,1,0,0,0,0,0,0,1,44,22,0.67,0.33,0.44,0.56
JAX,8,2022,-1,0.052,0.033,17,21,324,133,191,1,1,0,6,12,2,1,0,0,1,0,0,0,0,3,29,32,0.51,0.49,0.52,0.46
JAX,9,2022,0,0.067,0.044,27,20,403,235,168,1,2,0,12,10,0,1,1,0,0,1,1,1,0,2,31,37,0.44,0.53,0.67,0.33
JAX,10,2022,3,0.051,0.036,17,27,334,259,75,2,0,0,14,3,0,0,0,0,1,3,2,2,0,0,40,16,0.74,0.26,0.56,0.42
KC,1,2022,-1,0.090,0.091,44,21,488,360,128,5,1,0,22,7,0,5,1,0,0,3,0,1,0,3,39,27,0.59,0.41,0.66,0.32
KC,2,2022,1,0.064,0.038,21,25,328,235,93,2,0,1,11,2,0,0,0,0,1,0,0,0,0,2,35,18,0.67,0.3,0.68,0.31
KC,3,2022,1,0.053,0.034,17,20,320,262,58,1,1,0,12,6,1,1,0,0,0,3,2,2,0,5,35,23,0.62,0.38,0.61,0.38
KC,4,2022,1,0.094,0.068,41,31,438,249,189,3,2,0,17,8,1,0,0,0,0,2,2,2,0,1,36,37,0.52,0.48,0.9,0.1
KC,5,2022,0,0.076,0.061,30,29,395,292,103,4,0,0,18,7,0,0,0,0,0,1,0,1,0,2,43,23,0.67,0.31,0.56,0.44
KC,6,2022,-1,0.049,0.036,20,24,406,338,68,2,0,0,16,4,2,0,0,0,0,2,1,0,0,1,38,18,0.7,0.3,0.57,0.4
KC,7,2022,3,0.079,0.107,42,23,535,423,112,3,3,0,19,4,1,1,0,0,2,2,2,1,1,5,35,21,0.64,0.31,0.71,0.28
KC,9,2022,-1,0.038,0.023,20,17,523,446,77,1,1,0,23,5,1,0,0,0,0,0,0,0,0,3,67,20,0.78,0.22,0.4,0.58
KC,10,2022,-3,0.056,0.066,27,17,486,331,155,4,0,0,17,7,1,3,2,0,0,0,0,0,0,5,34,27,0.56,0.42,0.74,0.26
KC,11,2022,1,0.061,0.049,30,27,492,329,163,3,0,0,15,7,0,2,1,0,1,1,1,1,0,5,34,27,0.56,0.42,0.54,0.46
LA,1,2022,1,0.034,0.018,10,31,292,240,52,1,0,0,14,3,3,1,0,0,2,2,2,2,0,2,38,18,0.73,0.27,0.57,0.41
LA,2,2022,0,0.110,0.083,37,19,337,272,65,3,2,0,16,6,2,1,1,1,2,2,1,1,0,3,34,26,0.59,0.41,0.53,0.47
LA,3,2022,-1,0.057,0.044,20,12,349,249,100,0,2,0,10,5,0,1,1,0,0,1,0,0,0,2,25,20,0.57,0.39,0.74,0.26
LA,4,2022,-2,0.032,0.000,10,18,311,254,57,0,0,0,16,3,1,1,1,0,0,1,0,1,0,0,47,18,0.75,0.25,0.55,0.45
LA,5,2022,-3,0.031,0.017,11,16,358,320,38,1,0,0,10,2,1,2,2,0,0,2,0,2,0,3,43,15,0.77,0.23,0.35,0.59
LA,6,2022,0,0.069,0.049,25,4,364,253,111,1,2,0,16,5,1,0,0,0,1,0,0,0,0,2,32,29,0.54,0.43,0.52,0.45
LA,8,2022,0,0.058,0.037,14,31,243,187,56,1,1,0,11,3,0,0,0,0,0,1,0,1,0,3,33,21,0.62,0.36,0.56,0.44
LA,9,2022,0,0.056,0.020,13,16,233,165,68,1,0,0,6,3,0,2,0,0,0,1,0,0,0,1,27,24,0.56,0.42,0.73,0.25
LA,10,2022,-2,0.062,0.036,17,27,275,209,66,1,1,0,12,6,1,2,1,0,0,2,0,1,0,2,36,20,0.67,0.32,0.6,0.38
LA,11,2022,0,0.054,0.034,20,27,371,223,148,2,0,0,10,7,0,0,0,0,0,0,0,0,0,4,28,30,0.5,0.48,0.57,0.39
LAC,1,2022,3,0.068,0.046,24,19,355,279,76,3,0,0,12,5,0,1,0,0,3,3,0,3,0,6,34,31,0.52,0.45,0.77,0.23
LAC,2,2022,-1,0.061,0.042,25,21,409,334,75,3,0,0,15,5,1,0,0,0,0,0,0,0,0,1,47,24,0.68,0.31,0.67,0.3
