team,week,season,turnover_margin,eff_ratio,td_eff,off_points_scored,def_points_allowed,off_yards_total,off_passing_yards,off_rushing_yards,off_pass_touchdowns,off_rush_touchdowns,def_touchdowns,off_first_downs_pass,off_first_downs_rush,off_interceptions_thrown,off_fumbles_total,off_fumbles_lost,off_safeties_allowed,def_interceptions_made,def_fumbles_total,def_fumbles_lost,def_fumbles_forced,def_safeties_recorded,def_sacks,off_pass_attempts,off_rush_attempts,off_pass_percentage,off_rush_percentage,def_pass_percentage,def_rush_percentage
BAL,6,2023,-1,0.066,0.015,24,16,362,223,139,1,0,0,9,9,1,1,1,0,1,0,0,0,0,6,29,39,0.44,0.54,0.59,0.41
BAL,7,2023,0,0.076,0.091,38,6,503,357,146,3,2,0,15,7,0,1,1,0,1,2,0,2,0,5,28,27,0.51,0.47,0.81,0.19
BAL,8,2023,2,0.108,0.071,31,24,287,157,130,1,3,0,8,9,0,1,0,0,2,1,0,1,0,2,27,29,0.52,0.47,0.55,0.44
BAL,9,2023,0,0.071,0.054,37,3,523,225,298,1,3,0,11,16,0,3,2,0,1,1,1,1,0,4,33,41,0.44,0.52,0.68,0.3
BAL,10,2023,-2,0.079,0.067,26,28,329,223,106,1,2,1,9,3,2,1,1,0,1,1,0,1,0,4,21,24,0.52,0.48,0.51,0.47
BUF,1,2023,-3,0.066,0.033,22,16,333,236,97,1,1,0,11,8,3,1,1,0,1,1,0,1,0,3,38,22,0.66,0.32,0.47,0.49
BUF,2,2023,3,0.083,0.069,38,10,457,274,183,3,2,0,17,10,0,0,0,0,2,1,1,1,0,0,37,35,0.53,0.45,0.62,0.38
BUF,3,2023,4,0.080,0.047,31,4,386,218,168,1,2,1,10,10,1,0,0,0,4,1,1,1,0,9,31,33,0.49,0.48,0.75,0.25
BUF,4,2023,2,0.113,0.111,48,20,424,320,104,4,2,0,14,8,0,0,0,0,1,4,1,2,0,4,25,29,0.48,0.45,0.68,0.32
BUF,5,2023,0,0.052,0.057,20,25,388,359,29,2,1,0,13,3,1,1,1,0,0,4,2,3,0,5,39,14,0.75,0.24,0.51,0.48
BUF,6,2023,-2,0.047,0.034,14,9,297,169,128,2,0,0,12,7,1,1,1,0,0,1,0,0,0,3,29,29,0.51,0.49,0.51,0.47
BUF,7,2023,-1,0.072,0.047,25,29,346,265,81,2,1,0,14,7,1,1,1,0,0,1,1,1,0,1,40,24,0.64,0.36,0.55,0.45
BUF,8,2023,-1,0.055,0.046,24,18,439,324,115,2,1,0,16,8,1,1,0,0,0,1,0,0,0,3,39,26,0.62,0.37,0.73,0.27
BUF,9,2023,-2,0.055,0.038,18,24,326,258,68,1,1,0,11,9,1,1,1,0,0,0,0,0,0,1,37,16,0.71,0.29,0.67,0.28
BUF,10,2023,-3,0.060,0.060,22,24,369,177,192,1,2,0,6,12,2,3,2,0,0,1,1,1,0,4,24,26,0.51,0.49,0.46,0.5
CAR,1,2023,-3,0.033,0.015,10,24,300,146,154,1,0,0,9,9,2,2,1,0,0,1,0,1,0,4,36,32,0.56,0.44,0.46,0.52
CAR,2,2023,0,0.067,0.019,17,20,253,153,100,1,0,0,8,4,0,1,1,0,1,0,0,0,0,4,33,19,0.67,0.33,0.55,0.41
CAR,3,2023,1,0.067,0.042,27,37,405,361,44,2,1,0,17,3,0,0,0,0,1,0,0,0,0,2,58,14,0.81,0.19,0.54,0.4
CAR,4,2023,1,0.028,0.000,8,16,287,204,83,0,0,1,11,7,0,2,1,0,2,1,0,0,0,2,32,31,0.54,0.46,0.48,0.52
CAR,5,2023,-3,0.069,0.048,24,42,346,247,99,3,0,0,15,7,2,2,1,0,0,0,0,0,0,2,39,23,0.65,0.35,0.5,0.45
CAR,6,2023,1,0.045,0.031,15,43,332,224,108,1,1,1,13,6,0,1,0,0,1,1,0,0,0,0,39,25,0.63,0.37,0.49,0.46
CAR,8,2023,1,0.054,0.018,15,13,279,235,44,1,0,0,11,3,0,0,0,0,0,1,1,1,0,2,31,24,0.61,0.39,0.47,0.53
CAR,9,2023,-4,0.048,0.016,15,15,311,173,138,1,0,0,7,10,3,2,1,0,0,0,0,0,0,1,36,28,0.61,0.39,0.47,0.47
CAR,10,2023,0,0.031,0.000,7,22,228,185,43,0,0,0,6,4,0,0,0,0,0,1,0,0,0,0,38,16,0.72,0.28,0.47,0.51
CAR,11,2023,-2,0.047,0.020,11,27,233,123,110,1,0,0,7,6,1,2,1,0,0,0,0,0,0,0,28,23,0.61,0.37,0.6,0.35
CHI,1,2023,-2,0.062,0.030,21,32,338,216,122,1,1,0,12,8,1,1,1,0,0,2,0,0,0,1,36,30,0.58,0.42,0.47,0.53
CHI,2,2023,-2,0.065,0.047,18,21,278,211,67,1,1,0,9,5,2,3,0,0,0,1,0,1,0,0,27,16,0.69,0.31,0.5,0.47
CHI,3,2023,0,0.047,0.021,10,41,215,99,116,1,0,0,5,6,1,1,1,0,2,0,0,0,0,0,21,26,0.49,0.51,0.51,0.47
CHI,4,2023,-2,0.057,0.062,29,25,506,335,171,4,0,0,17,7,1,1,1,0,0,0,0,0,0,1,34,31,0.56,0.44,0.6,0.38
CHI,5,2023,2,0.087,0.066,40,20,460,282,178,4,0,0,9,9,0,1,0,0,1,1,1,1,0,5,29,32,0.5,0.5,0.84,0.16
CHI,6,2023,-2,0.046,0.017,14,13,303,141,162,0,1,0,8,9,2,3,1,0,0,2,1,2,0,2,22,36,0.45,0.54,0.6,0.38
CHI,7,2023,3,0.072,0.045,24,13,335,162,173,1,2,1,10,13,0,1,0,0,3,0,0,0,0,1,29,38,0.45,0.52,0.77,0.23
CHI,8,2023,-1,0.043,0.033,13,30,305,232,73,0,2,0,10,7,2,1,0,0,0,1,1,1,0,0,35,25,0.61,0.36,0.62,0.38
CHI,9,2023,-5,0.045,0.034,17,24,376,220,156,2,0,0,13,7,3,3,2,0,0,0,0,0,0,0,27,32,0.5,0.5,0.56,0.42
CHI,10,2023,0,0.075,0.029,22,7,295,162,133,0,2,0,10,10,0,1,0,0,0,0,0,0,0,3,33,37,0.47,0.51,0.72,0.28
CIN,1,2023,2,0.019,0.000,3,24,157,82,75,0,0,0,3,2,0,0,0,0,1,1,1,1,0,3,32,20,0.63,0.33,0.44,0.56
CIN,2,2023,-1,0.063,0.036,18,33,288,222,66,2,0,0,13,4,1,0,0,0,0,0,0,0,0,0,40,15,0.74,0.26,0.47,0.51
CIN,3,2023,1,0.058,0.014,19,16,326,259,67,0,1,0,12,5,1,0,0,0,2,0,0,0,0,6,48,23,0.68,0.27,0.75,0.25
CIN,4,2023,0,0.013,0.000,3,27,237,165,72,0,0,0,8,5,0,1,1,0,1,4,0,2,0,3,30,18,0.65,0.33,0.47,0.52
CIN,5,2023,2,0.068,0.040,28,21,410,317,93,3,0,1,19,7,1,1,0,0,2,1,1,1,0,3,45,30,0.62,0.37,0.61,0.39
CIN,6,2023,1,0.074,0.041,17,13,231,185,46,2,0,0,10,3,1,0,0,0,2,0,0,0,0,4,34,15,0.72,0.26,0.64,0.36
CIN,8,2023,2,0.074,0.068,31,17,417,283,134,3,1,0,17,10,0,2,1,0,2,1,1,1,0,2,32,27,0.56,0.42,0.59,0.41
CIN,9,2023,2,0.060,0.045,24,18,402,348,54,2,1,0,17,5,0,0,0,0,1,1,1,1,0,1,44,22,0.67,0.28,0.71,0.29
CIN,10,2023,1,0.065,0.056,27,30,413,347,66,2,1,0,11,5,2,1,0,0,1,2,2,1,0,1,38,16,0.73,0.25,0.54,0.46
CIN,11,2023,0,0.066,0.037,20,34,305,169,136,2,0,0,10,6,0,0,0,0,0,1,0,1,0,3,31,23,0.61,0.39,0.48,0.52
CLE,1,2023,-2,0.067,0.029,24,3,360,154,206,1,1,0,9,12,1,1,1,0,0,0,0,0,0,2,28,41,0.44,0.56,0.63,0.33
CLE,2,2023,-2,0.055,0.026,24,14,433,235,198,1,1,0,12,7,1,3,3,0,1,1,1,1,0,2,39,37,0.55,0.45,0.59,0.35
CLE,3,2023,-1,0.074,0.047,27,3,367,289,78,2,1,0,12,7,0,2,1,0,0,2,0,1,0,5,33,31,0.54,0.46,0.67,0.33
CLE,4,2023,-2,0.014,0.000,3,28,214,121,93,0,0,0,6,5,3,1,0,0,0,2,1,0,0,3,33,25,0.62,0.37,0.4,0.6
CLE,6,2023,-1,0.054,0.015,19,17,352,192,160,0,1,0,6,10,2,1,0,0,1,1,0,0,0,3,32,34,0.51,0.47,0.53,0.44
CLE,7,2023,2,0.099,0.043,33,39,333,183,150,0,3,1,9,6,2,2,0,0,1,3,3,3,0,4,35,34,0.52,0.45,0.4,0.6
CLE,8,2023,-1,0.049,0.029,20,24,412,257,155,1,1,0,10,9,2,1,1,0,2,1,0,1,0,1,30,40,0.47,0.52,0.69,0.29
CLE,9,2023,3,0.081,0.043,27,,332,219,113,2,1,0,9,7,0,0,0,0,2,1,1,1,0,7,30,40,0.42,0.56,0.56,0.44
CLE,10,2023,2,0.072,0.028,28,26,391,213,178,1,1,1,10,12,1,1,0,0,2,1,1,0,0,3,34,37,0.51,0.47,0.52,0.48
CLE,11,2023,-1,0.050,0.014,13,10,261,165,96,0,1,0,10,7,1,0,0,0,0,0,0,0,0,3,42,29,0.58,0.4,0.54,0.44
DAL,1,2023,3,0.106,0.055,28,7,265,143,122,0,3,1,8,7,0,1,0,0,2,5,1,3,0,7,25,30,0.45,0.55,0.57,0.43
DAL,2,2023,4,0.077,0.024,30,10,389,255,134,2,0,0,16,8,0,1,0,0,3,1,1,1,0,3,38,45,0.46,0.49,0.63,0.35
DAL,3,2023,-1,0.037,0.014,16,28,434,249,185,1,0,0,11,12,1,0,0,0,0,0,0,0,0,2,39,33,0.56,0.44,0.44,0.53
DAL,4,2023,3,0.064,0.030,26,5,405,281,124,1,1,2,15,6,0,2,0,0,2,1,1,1,0,2,36,30,0.57,0.37,0.58,0.42
DAL,5,2023,-3,0.046,0.024,10,42,218,161,57,1,0,0,5,3,3,1,1,0,0,1,1,1,0,1,23,19,0.61,0.37,0.39,0.6
DAL,6,2023,2,0.054,0.036,20,17,368,272,96,1,1,0,12,5,0,0,0,0,1,1,1,0,0,1,30,26,0.57,0.39,0.62,0.38
DAL,8,2023,0,0.086,0.068,35,21,409,307,102,4,0,1,16,6,1,0,0,0,1,0,0,0,1,2,33,26,0.59,0.37,0.6,0.4
DAL,9,2023,-1,0.051,0.045,23,28,447,374,73,3,0,0,19,3,0,2,1,0,0,3,0,2,0,3,44,22,0.69,0.3,0.44,0.56
DAL,10,2023,-1,0.077,0.093,49,17,640,472,168,4,3,0,19,12,2,0,0,0,1,0,0,0,0,5,42,33,0.57,0.42,0.58,0.4
DAL,11,2023,2,0.087,0.044,27,11,311,204,107,2,1,1,11,7,0,0,0,0,1,2,1,1,0,7,41,27,0.6,0.35,0.61,0.37
DEN,1,2023,1,0.059,0.036,16,17,271,177,94,2,0,0,11,5,0,0,0,0,1,1,0,0,0,0,34,22,0.6,0.38,0.47,0.45
DEN,2,2023,-2,0.077,0.074,33,35,430,308,122,3,1,0,8,10,1,2,1,0,0,1,0,1,0,4,31,23,0.62,0.37,0.64,0.36
DEN,3,2023,-3,0.053,0.035,20,70,375,306,69,1,1,0,13,2,1,3,2,0,0,0,0,0,0,0,37,20,0.66,0.34,0.39,0.59
DEN,4,2023,2,0.078,0.064,25,29,320,223,97,3,0,1,9,6,0,0,0,0,1,1,1,1,0,4,28,19,0.6,0.38,0.56,0.44
DEN,5,2023,-1,0.066,0.037,22,23,335,196,139,2,0,0,10,5,0,5,3,1,1,3,1,2,0,4,31,23,0.59,0.4,0.48,0.52
DEN,6,2023,-2,0.038,0.023,8,19,210,95,115,1,0,0,4,8,2,3,1,0,1,0,0,0,0,2,20,24,0.52,0.48,0.61,0.34
DEN,7,2023,1,0.056,0.019,19,17,339,194,145,1,0,0,9,6,0,0,0,0,1,0,0,0,0,0,29,25,0.55,0.45,0.52,0.48
DEN,8,2023,2,0.090,0.051,24,9,267,114,153,3,0,0,7,10,0,3,2,0,2,2,2,2,0,3,19,40,0.38,0.62,0.72,0.28
DEN,10,2023,3,0.076,0.029,24,22,315,193,122,2,0,0,12,5,0,1,1,0,2,3,2,2,0,0,29,39,0.46,0.5,0.51,0.49
DEN,11,2023,3,0.069,0.020,21,20,305,259,46,1,0,0,11,2,0,1,0,0,1,4,2,2,0,2,35,16,0.7,0.28,0.49,0.51
DET,1,2023,0,0.040,0.029,15,21,371,253,118,1,1,1,11,8,0,2,1,0,1,0,0,0,0,0,35,34,0.5,0.44,0.63,0.37
DET,2,2023,-3,0.075,0.066,32,31,425,323,102,3,1,0,17,5,1,2,2,0,0,0,0,0,0,1,34,27,0.58,0.42,0.61,0.37
DET,3,2023,0,0.056,0.032,20,6,358,243,115,1,1,0,11,5,1,0,0,0,0,1,1,1,0,7,32,31,0.52,0.44,0.69,0.31
DET,4,2023,1,0.081,0.057,34,20,421,210,211,1,3,0,11,13,1,1,0,0,2,1,0,1,0,5,27,43,0.41,0.58,0.76,0.24
DET,5,2023,3,0.106,0.103,42,24,395,236,159,3,3,0,11,11,0,0,0,0,2,2,1,2,0,1,28,30,0.5,0.45,0.65,0.35
DET,6,2023,1,0.051,0.030,20,6,393,353,40,2,0,0,16,2,0,1,0,0,1,0,0,0,0,1,44,22,0.68,0.3,0.7,0.3
DET,7,2023,0,0.016,0.015,6,38,368,284,84,0,1,0,13,4,1,2,0,0,0,1,1,0,0,0,52,14,0.81,0.19,0.51,0.47
DET,8,2023,-2,0.055,0.025,27,8,494,272,222,1,1,0,17,10,1,2,2,0,1,1,0,1,0,6,36,43,0.47,0.51,0.6,0.4
DET,10,2023,1,0.077,0.078,41,38,533,333,200,2,3,0,13,8,0,0,0,0,1,0,0,0,0,0,33,31,0.52,0.44,0.59,0.41
DET,11,2023,-3,0.083,0.074,29,26,351,236,115,2,2,0,14,8,3,1,1,0,0,2,1,2,1,2,32,22,0.63,0.35,0.35,0.63
GB,1,2023,2,0.095,0.068,32,21,337,245,92,3,1,1,10,5,0,2,0,0,1,1,1,1,0,4,27,32,0.47,0.53,0.58,0.42
GB,2,2023,1,0.102,0.065,24,25,235,151,84,3,0,0,10,4,0,0,0,0,1,0,0,0,0,1,25,21,0.55,0.43,0.42,0.56
GB,3,2023,-1,0.068,0.043,24,11,354,259,95,1,2,0,13,5,1,1,0,0,0,0,0,0,0,4,43,26,0.64,0.31,0.63,0.37
GB,4,2023,-1,0.073,0.043,20,34,273,246,27,1,1,0,9,2,2,1,0,0,1,1,0,0,0,2,34,13,0.76,0.24,0.41,0.58
GB,5,2023,-2,0.045,0.019,13,17,292,182,110,0,1,0,7,9,3,0,0,0,1,0,0,0,0,4,27,25,0.56,0.44,0.53,0.42
GB,7,2023,-1,0.051,0.033,17,19,331,194,137,2,0,0,13,5,1,0,0,0,0,0,0,0,0,1,31,29,0.52,0.48,0.55,0.45
GB,8,2023,0,0.033,0.018,10,24,303,229,74,1,0,0,14,1,1,2,0,0,0,1,1,1,0,3,40,17,0.73,0.27,0.55,0.42
GB,9,2023,0,0.049,0.031,20,3,412,228,184,1,1,0,10,10,0,3,2,0,1,1,1,1,0,1,26,38,0.43,0.53,0.53,0.47
GB,10,2023,-2,0.047,0.032,19,23,405,289,116,2,0,0,13,3,2,1,0,0,0,1,0,0,0,1,38,24,0.62,0.37,0.4,0.6
GB,11,2023,1,0.054,0.044,23,20,424,322,102,2,1,0,16,5,0,2,0,0,0,3,1,1,0,2,40,28,0.61,0.38,0.61,0.37
HOU,1,2023,1,0.029,0.000,9,25,314,242,72,0,0,0,13,1,0,1,1,0,1,2,1,1,0,4,44,23,0.67,0.32,0.44,0.56
HOU,2,2023,-1,0.046,0.027,20,31,436,384,52,2,0,0,18,3,0,3,1,0,0,1,0,1,0,0,47,26,0.65,0.32,0.59,0.41
HOU,3,2023,2,0.101,0.071,37,17,366,280,86,2,2,0,11,4,0,0,0,0,1,1,1,1,0,0,30,26,0.54,0.46,0.61,0.39
HOU,4,2023,1,0.067,0.043,30,6,451,312,139,3,0,0,14,9,0,1,0,0,1,3,0,2,0,3,31,38,0.42,0.55,0.55,0.45
HOU,5,2023,2,0.061,0.017,19,21,313,249,64,1,0,0,13,3,0,0,0,0,0,3,2,2,0,0,35,23,0.6,0.4,0.52,0.45
HOU,6,2023,-1,0.063,0.035,20,13,319,199,120,2,0,0,9,7,1,1,1,0,1,0,0,0,0,2,26,31,0.48,0.5,0.68,0.32
HOU,8,2023,-1,0.052,0.037,13,15,250,140,110,0,2,0,10,6,0,1,1,0,0,0,0,0,0,6,24,30,0.47,0.53,0.61,0.39
HOU,9,2023,0,0.076,0.082,39,37,513,470,43,5,0,0,22,2,0,2,1,0,0,2,1,2,0,2,42,19,0.69,0.29,0.51,0.49
HOU,10,2023,-1,0.055,0.042,30,27,544,356,188,1,2,0,16,10,1,2,2,0,2,1,0,1,0,4,38,34,0.54,0.46,0.73,0.25
HOU,11,2023,-3,0.047,0.050,21,16,449,338,111,2,1,0,18,4,3,1,1,0,1,1,0,0,0,3,35,25,0.63,0.36,0.56,0.44
IND,1,2023,-1,0.052,0.031,15,32,288,223,65,1,1,1,12,4,1,2,2,0,1,2,1,2,0,2,38,26,0.62,0.38,0.49,0.49
IND,2,2023,1,0.088,0.071,31,20,353,227,126,1,3,0,13,6,0,1,0,0,0,3,1,1,0,6,33,23,0.59,0.41,0.65,0.32
IND,3,2023,2,0.060,0.013,22,17,366,227,139,1,0,0,9,10,0,1,0,1,0,4,2,3,0,4,44,35,0.58,0.42,0.49,0.51
IND,4,2023,0,0.069,0.054,23,29,333,200,133,2,1,0,10,6,0,2,1,0,1,1,0,1,0,2,25,31,0.48,0.5,0.54,0.46
IND,5,2023,1,0.052,0.033,23,16,446,253,193,0,2,0,12,7,0,1,0,0,1,0,0,0,0,1,26,34,0.44,0.54,0.6,0.36
IND,6,2023,-3,0.054,0.029,20,37,373,329,44,1,1,0,14,4,3,1,1,0,1,0,0,0,0,3,52,17,0.77,0.23,0.53,0.4
IND,7,2023,-2,0.082,0.081,39,33,473,305,168,2,3,0,11,8,1,3,3,0,2,2,0,1,0,2,22,40,0.4,0.6,0.52,0.45
IND,8,2023,0,0.072,0.047,27,38,377,213,164,2,1,0,10,6,1,0,0,0,0,1,1,1,0,1,40,24,0.64,0.36,0.45,0.53
IND,9,2023,4,0.073,0.018,15,15,205,127,78,1,0,2,7,5,0,0,0,0,3,2,1,1,0,4,26,30,0.47,0.47,0.61,0.39
IND,10,2023,1,0.038,0.019,10,6,264,194,70,0,1,0,8,4,1,0,0,0,2,1,0,1,0,5,27,26,0.52,0.46,0.47,0.53
JAX,1,2023,1,0.092,0.061,32,15,346,241,105,2,2,0,10,9,1,2,1,0,1,2,2,2,0,4,31,35,0.49,0.49,0.62,0.38
JAX,2,2023,0,0.031,0.000,9,17,289,215,74,0,0,0,14,1,0,4,2,0,1,3,1,2,0,1,42,18,0.72,0.28,0.66,0.3
JAX,3,2023,-2,0.042,0.029,17,37,404,288,116,1,1,0,13,8,1,1,1,0,0,0,0,0,0,0,41,27,0.61,0.39,0.54,0.46
JAX,4,2023,3,0.054,0.016,17,8,312,207,105,1,0,1,11,4,0,1,0,0,2,2,1,2,0,4,30,32,0.5,0.45,0.61,0.39
JAX,5,2023,0,0.049,0.038,25,20,511,315,196,1,2,0,16,9,0,4,2,0,1,1,1,1,0,0,37,41,0.51,0.48,0.75,0.24
JAX,6,2023,3,0.139,0.069,37,20,266,181,85,2,2,0,6,7,1,0,0,0,3,1,1,1,0,3,29,29,0.53,0.4,0.77,0.23
JAX,7,2023,1,0.076,0.054,25,25,330,217,113,1,2,1,9,7,0,1,1,0,1,2,1,1,0,1,30,26,0.54,0.41,0.65,0.35
JAX,8,2023,-1,0.050,0.016,20,10,398,292,106,1,0,0,11,6,1,2,2,0,2,2,0,1,0,3,31,31,0.53,0.47,0.7,0.28
JAX,10,2023,-4,0.012,0.000,3,34,249,190,59,0,0,0,7,2,2,2,2,0,0,0,0,0,0,2,30,17,0.69,0.31,0.5,0.45
JAX,11,2023,0,0.087,0.059,34,14,390,262,128,2,2,0,13,8,0,1,1,0,0,1,1,0,0,2,32,36,0.48,0.52,0.5,0.45
KC,1,2023,0,0.066,0.033,21,15,316,226,90,2,0,0,10,6,1,0,0,0,0,2,1,1,0,1,38,23,0.63,0.37,0.5,0.44
KC,2,2023,0,0.042,0.032,17,9,405,305,100,2,0,0,12,7,1,3,1,0,0,4,2,1,0,4,40,22,0.66,0.3,0.72,0.28
KC,3,2023,0,0.090,0.068,41,10,456,303,153,3,2,0,16,12,2,0,0,0,1,1,1,1,0,3,36,37,0.51,0.47,0.49,0.51
KC,4,2023,-1,0.057,0.032,23,18,407,203,204,1,1,0,9,11,2,1,0,1,0,2,1,1,0,2,28,35,0.47,0.5,0.71,0.29
KC,5,2023,1,0.078,0.048,27,20,348,281,67,2,1,0,15,5,0,0,0,0,0,2,1,1,0,3,41,21,0.66,0.33,0.72,0.26
KC,6,2023,2,0.047,0.015,19,8,402,306,96,1,0,0,14,6,1,0,0,0,2,3,1,2,0,4,40,27,0.61,0.34,0.52,0.48
KC,7,2023,0,0.063,0.065,31,17,492,424,68,4,0,0,21,3,1,1,1,0,2,0,0,0,0,5,41,21,0.67,0.3,0.57,0.41
KC,8,2023,-2,0.030,0.000,9,24,302,240,62,0,0,0,12,3,2,2,2,0,0,3,2,2,0,6,36,16,0.72,0.28,0.38,0.62
KC,9,2023,0,0.054,0.037,15,15,278,185,93,2,0,1,11,4,0,1,1,0,0,3,1,2,0,3,30,24,0.57,0.38,0.64,0.36
KC,11,2023,-1,0.049,0.028,17,21,345,177,168,2,0,0,10,10,1,1,1,0,1,1,0,1,0,5,42,30,0.58,0.41,0.5,0.44
LA,1,2023,0,0.070,0.038,30,13,426,334,92,0,3,0,17,8,0,0,0,0,0,0,0,0,0,2,38,40,0.49,0.51,0.61,0.39
LA,2,2023,-2,0.058,0.027,23,30,396,307,89,1,1,0,17,9,2,0,0,0,0,2,0,1,0,1,53,22,0.71,0.28,0.48,0.52
LA,3,2023,-1,0.047,0.023,16,19,340,269,71,1,0,0,12,2,2,0,0,0,1,0,0,0,0,2,31,13,0.75,0.25,0.68,0.27
LA,4,2023,0,0.060,0.040,29,23,483,319,164,1,2,0,16,8,1,1,0,0,0,2,1,1,0,2,39,36,0.54,0.46,0.48,0.5
LA,5,2023,1,0.051,0.039,14,23,276,222,54,2,0,0,13,2,0,1,0,0,1,0,0,0,0,1,37,14,0.75,0.25,0.5,0.5
LA,6,2023,3,0.064,0.038,26,9,405,226,179,1,1,0,7,9,0,0,0,0,1,2,2,2,0,2,24,28,0.45,0.51,0.59,0.4
LA,7,2023,-1,0.046,0.034,17,24,366,231,135,1,1,0,8,8,1,0,0,0,0,1,0,1,0,2,28,31,0.51,0.49,0.48,0.45
LA,8,2023,0,0.071,0.036,21,35,296,204,92,1,1,0,8,5,1,0,0,1,1,0,0,0,0,3,31,24,0.6,0.4,0.59,0.37
LA,9,2023,0,0.015,0.000,3,20,198,130,68,0,0,0,6,3,1,1,1,0,0,3,2,2,0,4,27,26,0.53,0.47,0.43,0.53
LA,11,2023,0,0.063,0.035,17,16,272,190,82,1,1,0,9,6,1,0,0,0,1,0,0,0,0,2,30,27,0.54,0.44,0.65,0.32
LAC,1,2023,2,0.074,0.055,34,36,462,229,233,1,3,0,10,17,0,0,0,0,1,2,1,0,0,0,33,40,0.47,0.53,0.69,0.28
LAC,2,2023,0,0.066,0.032,24,27,366,305,61,2,0,0,14,4,0,0,0,0,0,0,0,0,0,5,41,21,0.68,0.32,0.46,0.54
LAC,3,2023,1,0.058,0.063,28,24,484,454,30,4,0,0,22,2,0,4,1,0,1,1,1,1,0,4,48,15,0.77,0.22,0.69,0.31
LAC,4,2023,2,0.075,0.050,24,17,322,167,155,1,2,0,6,7,1,0,0,0,1,4,2,2,0,7,23,37,0.41,0.52,0.67,0.33
LAC,6,2023,-2,0.061,0.034,17,20,280,227,53,2,0,0,12,2,1,1,1,0,0,0,0,0,0,5,36,23,0.62,0.38,0.57,0.39
LAC,7,2023,0,0.043,0.037,17,31,398,259,139,1,1,0,11,4,2,0,0,0,1,1,1,1,0,1,28,26,0.57,0.41,0.67,0.3
LAC,8,2023,1,0.085,0.046,30,13,352,298,54,3,0,0,18,1,0,1,1,0,2,1,0,0,0,1,40,25,0.62,0.38,0.61,0.36
LAC,9,2023,3,0.095,0.039,21,12,220,136,84,0,2,0,7,5,0,2,0,0,0,5,3,3,0,8,30,21,0.62,0.36,0.74,0.26
LAC,10,2023,-1,0.090,0.075,38,41,421,323,98,4,1,0,16,5,1,0,0,0,0,0,0,0,0,0,39,28,0.59,0.41,0.52,0.44
LAC,11,2023,-1,0.049,0.033,20,23,410,260,150,2,0,0,11,5,0,3,1,0,0,2,0,1,0,3,36,24,0.61,0.37,0.61,0.38
LV,1,2023,-1,0.065,0.037,17,16,261,200,61,2,0,0,11,5,1,1,0,0,0,0,0,0,0,2,25,29,0.47,0.45,0.6,0.38
LV,2,2023,-3,0.042,0.027,10,38,240,185,55,1,0,0,10,2,2,1,1,0,0,0,0,0,0,2,22,15,0.62,0.38,0.53,0.45
LV,3,2023,-3,0.046,0.033,18,23,393,324,69,2,0,0,12,4,3,0,0,0,0,1,0,0,0,1,41,19,0.72,0.28,0.48,0.5
LV,4,2023,-2,0.054,0.033,17,24,314,238,76,0,2,0,12,7,1,4,2,0,1,0,0,0,0,2,38,23,0.67,0.33,0.41,0.52
LV,5,2023,2,0.056,0.034,17,13,304,208,96,1,1,0,13,6,1,0,0,0,3,0,0,0,0,2,30,29,0.53,0.42,0.56,0.44
LV,6,2023,0,0.055,0.016,19,17,348,264,84,1,0,0,12,4,1,0,0,0,1,0,0,0,1,4,31,33,0.49,0.46,0.66,0.32
LV,7,2023,-3,0.053,0.018,13,24,243,204,39,1,0,0,16,1,3,0,0,0,0,1,0,1,0,2,42,14,0.77,0.23,0.45,0.52
LV,8,2023,2,0.039,0.026,8,27,206,126,80,0,1,1,6,4,1,1,0,0,1,2,2,2,0,1,20,18,0.6,0.4,0.47,0.51
LV,9,2023,2,0.090,0.051,30,6,334,209,125,0,3,0,9,6,0,0,0,0,2,1,0,1,0,8,25,34,0.42,0.58,0.6,0.4
LV,10,2023,-1,0.053,0.017,16,12,301,153,148,1,0,0,7,7,1,3,1,0,1,1,0,1,0,2,26,32,0.48,0.52,0.67,0.33
MIA,1,2023,-2,0.067,0.063,36,34,536,466,70,3,1,0,23,5,1,2,1,0,0,0,0,0,0,3,44,20,0.69,0.28,0.47,0.53
MIA,2,2023,1,0.061,0.051,24,17,394,249,145,1,2,0,15,6,1,2,0,0,1,1,1,1,0,4,29,30,0.51,0.48,0.65,0.34
MIA,3,2023,3,0.096,0.141,70,20,726,376,350,5,5,0,16,12,0,0,0,0,1,3,2,3,0,1,28,43,0.39,0.59,0.66,0.34
MIA,4,2023,-2,0.047,0.057,20,48,424,282,142,1,2,0,12,8,1,4,1,0,0,0,0,0,0,2,34,19,0.68,0.32,0.48,0.45
MIA,5,2023,-3,0.060,0.078,32,10,530,308,222,2,2,0,14,8,2,2,1,0,0,1,0,1,0,7,28,23,0.56,0.41,0.57,0.43
MIA,6,2023,-1,0.101,0.094,43,15,424,262,162,3,3,0,14,8,1,1,0,0,0,1,0,1,0,4,31,33,0.49,0.46,0.63,0.37
MIA,7,2023,1,0.042,0.023,11,32,261,216,45,1,0,1,9,3,1,1,0,0,1,1,1,1,0,3,31,12,0.75,0.25,0.5,0.46
MIA,8,2023,-1,0.077,0.057,31,17,402,324,78,3,1,0,17,5,1,1,1,0,1,0,0,0,0,3,44,26,0.64,0.32,0.63,0.35
